Drug1,Drug2,cell,drug1_db,drug2_db,synergy
DEXAMETHASONE,ZOLINZA,DLD1,DB01234,DB02546,13.77443149
DEXAMETHASONE,ZOLINZA,ES2,DB01234,DB02546,-3.740107406
DEXAMETHASONE,ZOLINZA,HCT116,DB01234,DB02546,3.345527975
DEXAMETHASONE,ZOLINZA,HT144,DB01234,DB02546,-7.229792766
DEXAMETHASONE,ZOLINZA,HT29,DB01234,DB02546,14.43658235
DEXAMETHASONE,ZOLINZA,KPL1,DB01234,DB02546,4.880187169
DEXAMETHASONE,ZOLINZA,LOVO,DB01234,DB02546,15.14782236
DEXAMETHASONE,ZOLINZA,MDAMB436,DB01234,DB02546,1.586979604
DEXAMETHASONE,ZOLINZA,NCIH1650,DB01234,DB02546,14.9523124
DEXAMETHASONE,ZOLINZA,NCIH2122,DB01234,DB02546,4.983586636
DEXAMETHASONE,ZOLINZA,NCIH23,DB01234,DB02546,3.372589408
DEXAMETHASONE,ZOLINZA,NCIH460,DB01234,DB02546,6.119034351
DEXAMETHASONE,ZOLINZA,NCIH520,DB01234,DB02546,2.108457821
DEXAMETHASONE,ZOLINZA,OV90,DB01234,DB02546,3.628838738
DEXAMETHASONE,ZOLINZA,RKO,DB01234,DB02546,10.74608128
DEXAMETHASONE,ZOLINZA,RPMI7951,DB01234,DB02546,-11.631194
DEXAMETHASONE,ZOLINZA,SKMEL30,DB01234,DB02546,14.53281206
DEXAMETHASONE,ZOLINZA,SKMES1,DB01234,DB02546,9.333971043
DEXAMETHASONE,ZOLINZA,SKOV3,DB01234,DB02546,9.380735959
DEXAMETHASONE,ZOLINZA,SW620,DB01234,DB02546,8.657860878
DEXAMETHASONE,ZOLINZA,SW837,DB01234,DB02546,2.546548673
DEXAMETHASONE,ZOLINZA,T47D,DB01234,DB02546,-2.057246501
DEXAMETHASONE,ZOLINZA,UACC62,DB01234,DB02546,12.22720811
DEXAMETHASONE,ZOLINZA,VCAP,DB01234,DB02546,6.495242192
DEXAMETHASONE,ZOLINZA,ZR751,DB01234,DB02546,5.571742766
DOXORUBICIN,ABT-888,A2058,DB00997,DB07232,-7.85025899
DOXORUBICIN,ABT-888,A2780,DB00997,DB07232,10.10585397
DOXORUBICIN,ABT-888,A375,DB00997,DB07232,8.469819782
DOXORUBICIN,ABT-888,CAOV3,DB00997,DB07232,9.125581064
DOXORUBICIN,ABT-888,DLD1,DB00997,DB07232,-3.363130747
DOXORUBICIN,ABT-888,ES2,DB00997,DB07232,12.82547444
DOXORUBICIN,ABT-888,HCT116,DB00997,DB07232,5.968013828
DOXORUBICIN,ABT-888,HT144,DB00997,DB07232,6.432351526
DOXORUBICIN,ABT-888,HT29,DB00997,DB07232,9.970970163
DOXORUBICIN,ABT-888,KPL1,DB00997,DB07232,-2.153656109
DOXORUBICIN,ABT-888,LOVO,DB00997,DB07232,4.940928364
DOXORUBICIN,ABT-888,MDAMB436,DB00997,DB07232,0.36798677
DOXORUBICIN,ABT-888,NCIH1650,DB00997,DB07232,0.089067532
DOXORUBICIN,ABT-888,NCIH2122,DB00997,DB07232,-6.20889926
DOXORUBICIN,ABT-888,NCIH23,DB00997,DB07232,-1.066014263
DOXORUBICIN,ABT-888,NCIH460,DB00997,DB07232,4.515507694
DOXORUBICIN,ABT-888,NCIH520,DB00997,DB07232,-3.710738903
DOXORUBICIN,ABT-888,OV90,DB00997,DB07232,-6.707802018
DOXORUBICIN,ABT-888,RKO,DB00997,DB07232,1.889029763
DOXORUBICIN,ABT-888,RPMI7951,DB00997,DB07232,0.648999084
DOXORUBICIN,ABT-888,SKMEL30,DB00997,DB07232,-16.76489181
DOXORUBICIN,ABT-888,SKMES1,DB00997,DB07232,7.406824616
DOXORUBICIN,ABT-888,SKOV3,DB00997,DB07232,6.550595161
DOXORUBICIN,ABT-888,SW620,DB00997,DB07232,6.146685907
DOXORUBICIN,ABT-888,SW837,DB00997,DB07232,-5.478968633
DOXORUBICIN,ABT-888,T47D,DB00997,DB07232,18.45688891
DOXORUBICIN,ABT-888,UACC62,DB00997,DB07232,9.302015775
DOXORUBICIN,ABT-888,VCAP,DB00997,DB07232,6.465862889
DOXORUBICIN,ABT-888,ZR751,DB00997,DB07232,0.832933291
DOXORUBICIN,BORTEZOMIB,A2058,DB00997,DB00188,-6.710785962
DOXORUBICIN,BORTEZOMIB,A2780,DB00997,DB00188,-2.726155185
DOXORUBICIN,BORTEZOMIB,A375,DB00997,DB00188,-12.52496679
DOXORUBICIN,BORTEZOMIB,CAOV3,DB00997,DB00188,-15.85211812
DOXORUBICIN,BORTEZOMIB,DLD1,DB00997,DB00188,-0.059756192
DOXORUBICIN,BORTEZOMIB,ES2,DB00997,DB00188,-29.20215971
DOXORUBICIN,BORTEZOMIB,HCT116,DB00997,DB00188,-5.662637467
DOXORUBICIN,BORTEZOMIB,HT144,DB00997,DB00188,-11.24310517
DOXORUBICIN,BORTEZOMIB,HT29,DB00997,DB00188,-15.48976013
DOXORUBICIN,BORTEZOMIB,KPL1,DB00997,DB00188,-5.242772252
DOXORUBICIN,BORTEZOMIB,LOVO,DB00997,DB00188,3.783414197
DOXORUBICIN,BORTEZOMIB,MDAMB436,DB00997,DB00188,-5.178433721
DOXORUBICIN,BORTEZOMIB,NCIH1650,DB00997,DB00188,-23.04617464
DOXORUBICIN,BORTEZOMIB,NCIH2122,DB00997,DB00188,-24.85599185
DOXORUBICIN,BORTEZOMIB,NCIH23,DB00997,DB00188,-12.7654294
DOXORUBICIN,BORTEZOMIB,NCIH460,DB00997,DB00188,-6.493141965
DOXORUBICIN,BORTEZOMIB,NCIH520,DB00997,DB00188,-34.04301459
DOXORUBICIN,BORTEZOMIB,OV90,DB00997,DB00188,-24.81815616
DOXORUBICIN,BORTEZOMIB,RKO,DB00997,DB00188,-8.243010769
DOXORUBICIN,BORTEZOMIB,RPMI7951,DB00997,DB00188,-11.75971147
DOXORUBICIN,BORTEZOMIB,SKMEL30,DB00997,DB00188,-13.39101488
DOXORUBICIN,BORTEZOMIB,SKMES1,DB00997,DB00188,-19.80912814
DOXORUBICIN,BORTEZOMIB,SKOV3,DB00997,DB00188,-19.96631996
DOXORUBICIN,BORTEZOMIB,SW620,DB00997,DB00188,1.733038323
DOXORUBICIN,BORTEZOMIB,SW837,DB00997,DB00188,8.15241746
DOXORUBICIN,BORTEZOMIB,T47D,DB00997,DB00188,9.316638574
DOXORUBICIN,BORTEZOMIB,UACC62,DB00997,DB00188,-13.95935897
DOXORUBICIN,BORTEZOMIB,VCAP,DB00997,DB00188,-4.834704013
DOXORUBICIN,BORTEZOMIB,ZR751,DB00997,DB00188,-18.24064921
DOXORUBICIN,DASATINIB,A2058,DB00997,DB01254,2.442853885
DOXORUBICIN,DASATINIB,A2780,DB00997,DB01254,31.39869974
DOXORUBICIN,DASATINIB,A375,DB00997,DB01254,0.867937328
DOXORUBICIN,DASATINIB,CAOV3,DB00997,DB01254,13.72943055
DOXORUBICIN,DASATINIB,DLD1,DB00997,DB01254,11.17531248
DOXORUBICIN,DASATINIB,ES2,DB00997,DB01254,7.003981225
DOXORUBICIN,DASATINIB,HCT116,DB00997,DB01254,19.4491848
DOXORUBICIN,DASATINIB,HT144,DB00997,DB01254,-9.383591957
DOXORUBICIN,DASATINIB,HT29,DB00997,DB01254,24.2714133
DOXORUBICIN,DASATINIB,KPL1,DB00997,DB01254,29.52235794
DOXORUBICIN,DASATINIB,LOVO,DB00997,DB01254,40.48800624
DOXORUBICIN,DASATINIB,MDAMB436,DB00997,DB01254,4.296104967
DOXORUBICIN,DASATINIB,NCIH1650,DB00997,DB01254,41.57685475
DOXORUBICIN,DASATINIB,NCIH2122,DB00997,DB01254,-45.52738575
DOXORUBICIN,DASATINIB,NCIH23,DB00997,DB01254,3.810626248
DOXORUBICIN,DASATINIB,NCIH460,DB00997,DB01254,32.16283448
DOXORUBICIN,DASATINIB,NCIH520,DB00997,DB01254,37.63085438
DOXORUBICIN,DASATINIB,OV90,DB00997,DB01254,11.05204656
DOXORUBICIN,DASATINIB,RKO,DB00997,DB01254,27.20003072
DOXORUBICIN,DASATINIB,RPMI7951,DB00997,DB01254,5.293499461
DOXORUBICIN,DASATINIB,SKMEL30,DB00997,DB01254,2.63913352
DOXORUBICIN,DASATINIB,SKMES1,DB00997,DB01254,11.6918643
DOXORUBICIN,DASATINIB,SKOV3,DB00997,DB01254,9.895632405
DOXORUBICIN,DASATINIB,SW620,DB00997,DB01254,36.68571176
DOXORUBICIN,DASATINIB,SW837,DB00997,DB01254,42.52311403
DOXORUBICIN,DASATINIB,T47D,DB00997,DB01254,47.20344049
DOXORUBICIN,DASATINIB,UACC62,DB00997,DB01254,13.10650658
DOXORUBICIN,DASATINIB,VCAP,DB00997,DB01254,22.68755667
DOXORUBICIN,DASATINIB,ZR751,DB00997,DB01254,14.93048546
DOXORUBICIN,ERLOTINIB,A2058,DB00997,DB00530,3.078529683
DOXORUBICIN,ERLOTINIB,A2780,DB00997,DB00530,9.169322298
DOXORUBICIN,ERLOTINIB,A375,DB00997,DB00530,-5.409191442
DOXORUBICIN,ERLOTINIB,CAOV3,DB00997,DB00530,7.892790477
DOXORUBICIN,ERLOTINIB,DLD1,DB00997,DB00530,-12.60457968
DOXORUBICIN,ERLOTINIB,ES2,DB00997,DB00530,-4.488325887
DOXORUBICIN,ERLOTINIB,HCT116,DB00997,DB00530,15.81371167
DOXORUBICIN,ERLOTINIB,HT144,DB00997,DB00530,9.040954004
DOXORUBICIN,ERLOTINIB,HT29,DB00997,DB00530,6.139727738
DOXORUBICIN,ERLOTINIB,KPL1,DB00997,DB00530,4.381138486
DOXORUBICIN,ERLOTINIB,LOVO,DB00997,DB00530,21.36506775
DOXORUBICIN,ERLOTINIB,MDAMB436,DB00997,DB00530,-1.302458064
DOXORUBICIN,ERLOTINIB,NCIH1650,DB00997,DB00530,11.0151241
DOXORUBICIN,ERLOTINIB,NCIH2122,DB00997,DB00530,21.06180058
DOXORUBICIN,ERLOTINIB,NCIH23,DB00997,DB00530,4.906909855
DOXORUBICIN,ERLOTINIB,NCIH460,DB00997,DB00530,9.764267312
DOXORUBICIN,ERLOTINIB,NCIH520,DB00997,DB00530,-3.824386717
DOXORUBICIN,ERLOTINIB,OV90,DB00997,DB00530,-17.80334417
DOXORUBICIN,ERLOTINIB,RKO,DB00997,DB00530,11.13582703
DOXORUBICIN,ERLOTINIB,RPMI7951,DB00997,DB00530,-7.203985112
DOXORUBICIN,ERLOTINIB,SKMEL30,DB00997,DB00530,-0.245092368
DOXORUBICIN,ERLOTINIB,SKMES1,DB00997,DB00530,-7.58939023
DOXORUBICIN,ERLOTINIB,SKOV3,DB00997,DB00530,-21.42793885
DOXORUBICIN,ERLOTINIB,SW620,DB00997,DB00530,4.873495219
DOXORUBICIN,ERLOTINIB,SW837,DB00997,DB00530,31.14249805
DOXORUBICIN,ERLOTINIB,T47D,DB00997,DB00530,23.91141393
DOXORUBICIN,ERLOTINIB,UACC62,DB00997,DB00530,16.17977615
DOXORUBICIN,ERLOTINIB,VCAP,DB00997,DB00530,12.41447534
DOXORUBICIN,ERLOTINIB,ZR751,DB00997,DB00530,22.75731903
DOXORUBICIN,GELDANAMYCIN,A2058,DB00997,DB02424,8.7563453
DOXORUBICIN,GELDANAMYCIN,A2780,DB00997,DB02424,2.697657434
DOXORUBICIN,GELDANAMYCIN,A375,DB00997,DB02424,-6.025828119
DOXORUBICIN,GELDANAMYCIN,CAOV3,DB00997,DB02424,-12.66027519
DOXORUBICIN,GELDANAMYCIN,DLD1,DB00997,DB02424,-7.33289702
DOXORUBICIN,GELDANAMYCIN,ES2,DB00997,DB02424,3.573388817
DOXORUBICIN,GELDANAMYCIN,HCT116,DB00997,DB02424,-3.996297244
DOXORUBICIN,GELDANAMYCIN,HT144,DB00997,DB02424,-2.499539768
DOXORUBICIN,GELDANAMYCIN,HT29,DB00997,DB02424,-0.73809681
DOXORUBICIN,GELDANAMYCIN,KPL1,DB00997,DB02424,-13.10003761
DOXORUBICIN,GELDANAMYCIN,LOVO,DB00997,DB02424,-8.242673892
DOXORUBICIN,GELDANAMYCIN,MDAMB436,DB00997,DB02424,-7.530098422
DOXORUBICIN,GELDANAMYCIN,NCIH1650,DB00997,DB02424,-13.40522824
DOXORUBICIN,GELDANAMYCIN,NCIH2122,DB00997,DB02424,-9.219154297
DOXORUBICIN,GELDANAMYCIN,NCIH23,DB00997,DB02424,-23.6318948
DOXORUBICIN,GELDANAMYCIN,NCIH460,DB00997,DB02424,2.856776967
DOXORUBICIN,GELDANAMYCIN,NCIH520,DB00997,DB02424,-13.93060179
DOXORUBICIN,GELDANAMYCIN,OV90,DB00997,DB02424,-7.275009999
DOXORUBICIN,GELDANAMYCIN,RKO,DB00997,DB02424,-7.962994128
DOXORUBICIN,GELDANAMYCIN,RPMI7951,DB00997,DB02424,-3.053703894
DOXORUBICIN,GELDANAMYCIN,SKMEL30,DB00997,DB02424,-4.096792214
DOXORUBICIN,GELDANAMYCIN,SKMES1,DB00997,DB02424,-10.20914689
DOXORUBICIN,GELDANAMYCIN,SKOV3,DB00997,DB02424,-7.552835087
DOXORUBICIN,GELDANAMYCIN,SW620,DB00997,DB02424,-3.807000769
DOXORUBICIN,GELDANAMYCIN,SW837,DB00997,DB02424,6.271989253
DOXORUBICIN,GELDANAMYCIN,T47D,DB00997,DB02424,6.348842544
DOXORUBICIN,GELDANAMYCIN,UACC62,DB00997,DB02424,-13.6567175
DOXORUBICIN,GELDANAMYCIN,VCAP,DB00997,DB02424,9.038323628
DOXORUBICIN,GELDANAMYCIN,ZR751,DB00997,DB02424,-5.531905167
DOXORUBICIN,LAPATINIB,A2058,DB00997,DB01259,6.131999815
DOXORUBICIN,LAPATINIB,A2780,DB00997,DB01259,9.197786316
DOXORUBICIN,LAPATINIB,A375,DB00997,DB01259,0.073426116
DOXORUBICIN,LAPATINIB,CAOV3,DB00997,DB01259,15.34282083
DOXORUBICIN,LAPATINIB,DLD1,DB00997,DB01259,18.10752479
DOXORUBICIN,LAPATINIB,ES2,DB00997,DB01259,5.681725257
DOXORUBICIN,LAPATINIB,HCT116,DB00997,DB01259,15.6821391
DOXORUBICIN,LAPATINIB,HT144,DB00997,DB01259,16.90605619
DOXORUBICIN,LAPATINIB,HT29,DB00997,DB01259,-3.708763509
DOXORUBICIN,LAPATINIB,KPL1,DB00997,DB01259,0.146400657
DOXORUBICIN,LAPATINIB,LOVO,DB00997,DB01259,27.36484932
DOXORUBICIN,LAPATINIB,MDAMB436,DB00997,DB01259,-6.329957799
DOXORUBICIN,LAPATINIB,NCIH1650,DB00997,DB01259,8.466612469
DOXORUBICIN,LAPATINIB,NCIH2122,DB00997,DB01259,5.726835919
DOXORUBICIN,LAPATINIB,NCIH23,DB00997,DB01259,12.68106737
DOXORUBICIN,LAPATINIB,NCIH460,DB00997,DB01259,7.191952438
DOXORUBICIN,LAPATINIB,NCIH520,DB00997,DB01259,-18.33191573
DOXORUBICIN,LAPATINIB,OV90,DB00997,DB01259,-19.34729439
DOXORUBICIN,LAPATINIB,RKO,DB00997,DB01259,12.94299615
DOXORUBICIN,LAPATINIB,RPMI7951,DB00997,DB01259,3.984878083
DOXORUBICIN,LAPATINIB,SKMEL30,DB00997,DB01259,2.569970236
DOXORUBICIN,LAPATINIB,SKMES1,DB00997,DB01259,4.299926769
DOXORUBICIN,LAPATINIB,SKOV3,DB00997,DB01259,4.529010712
DOXORUBICIN,LAPATINIB,SW620,DB00997,DB01259,17.54790386
DOXORUBICIN,LAPATINIB,SW837,DB00997,DB01259,35.1944599
DOXORUBICIN,LAPATINIB,T47D,DB00997,DB01259,42.3755568
DOXORUBICIN,LAPATINIB,UACC62,DB00997,DB01259,18.68777203
DOXORUBICIN,LAPATINIB,VCAP,DB00997,DB01259,9.975958268
DOXORUBICIN,LAPATINIB,ZR751,DB00997,DB01259,20.61489083
DOXORUBICIN,SORAFENIB,A2058,DB00997,DB00398,-4.862590299
DOXORUBICIN,SORAFENIB,A2780,DB00997,DB00398,-3.553426077
DOXORUBICIN,SORAFENIB,A375,DB00997,DB00398,-46.04624136
DOXORUBICIN,SORAFENIB,CAOV3,DB00997,DB00398,-11.89438771
DOXORUBICIN,SORAFENIB,DLD1,DB00997,DB00398,-6.050332538
DOXORUBICIN,SORAFENIB,ES2,DB00997,DB00398,-11.95953971
DOXORUBICIN,SORAFENIB,HCT116,DB00997,DB00398,-12.93846288
DOXORUBICIN,SORAFENIB,HT144,DB00997,DB00398,-4.139761502
DOXORUBICIN,SORAFENIB,HT29,DB00997,DB00398,-13.3605129
DOXORUBICIN,SORAFENIB,KPL1,DB00997,DB00398,-8.141778775
DOXORUBICIN,SORAFENIB,LOVO,DB00997,DB00398,-15.29786353
DOXORUBICIN,SORAFENIB,MDAMB436,DB00997,DB00398,-16.18892584
DOXORUBICIN,SORAFENIB,NCIH1650,DB00997,DB00398,-22.85367654
DOXORUBICIN,SORAFENIB,NCIH2122,DB00997,DB00398,-12.79070237
DOXORUBICIN,SORAFENIB,NCIH23,DB00997,DB00398,-13.26867902
DOXORUBICIN,SORAFENIB,NCIH460,DB00997,DB00398,-1.644792192
DOXORUBICIN,SORAFENIB,NCIH520,DB00997,DB00398,-6.61710691
DOXORUBICIN,SORAFENIB,OV90,DB00997,DB00398,-14.13044098
DOXORUBICIN,SORAFENIB,RKO,DB00997,DB00398,-12.0189401
DOXORUBICIN,SORAFENIB,RPMI7951,DB00997,DB00398,-16.13219697
DOXORUBICIN,SORAFENIB,SKMEL30,DB00997,DB00398,-5.768527904
DOXORUBICIN,SORAFENIB,SKMES1,DB00997,DB00398,-19.00794257
DOXORUBICIN,SORAFENIB,SKOV3,DB00997,DB00398,-22.50246654
DOXORUBICIN,SORAFENIB,SW620,DB00997,DB00398,-5.600374644
DOXORUBICIN,SORAFENIB,SW837,DB00997,DB00398,-17.63687925
DOXORUBICIN,SORAFENIB,T47D,DB00997,DB00398,-2.845453918
DOXORUBICIN,SORAFENIB,UACC62,DB00997,DB00398,-8.296192939
DOXORUBICIN,SORAFENIB,VCAP,DB00997,DB00398,-17.31329588
DOXORUBICIN,SORAFENIB,ZR751,DB00997,DB00398,-18.74222054
DOXORUBICIN,SUNITINIB,A2058,DB00997,DB01268,-3.166045586
DOXORUBICIN,SUNITINIB,A2780,DB00997,DB01268,-2.462325515
DOXORUBICIN,SUNITINIB,A375,DB00997,DB01268,-31.96588485
DOXORUBICIN,SUNITINIB,CAOV3,DB00997,DB01268,-2.451066553
DOXORUBICIN,SUNITINIB,DLD1,DB00997,DB01268,-7.541154695
DOXORUBICIN,SUNITINIB,ES2,DB00997,DB01268,-4.527319575
DOXORUBICIN,SUNITINIB,HCT116,DB00997,DB01268,-8.328886761
DOXORUBICIN,SUNITINIB,HT144,DB00997,DB01268,-4.610397019
DOXORUBICIN,SUNITINIB,HT29,DB00997,DB01268,-7.942580167
DOXORUBICIN,SUNITINIB,KPL1,DB00997,DB01268,0.015693217
DOXORUBICIN,SUNITINIB,LOVO,DB00997,DB01268,-2.036964087
DOXORUBICIN,SUNITINIB,MDAMB436,DB00997,DB01268,-6.431261859
DOXORUBICIN,SUNITINIB,NCIH1650,DB00997,DB01268,-1.246172213
DOXORUBICIN,SUNITINIB,NCIH2122,DB00997,DB01268,-4.384007835
DOXORUBICIN,SUNITINIB,NCIH23,DB00997,DB01268,-15.54788956
DOXORUBICIN,SUNITINIB,NCIH460,DB00997,DB01268,-1.466898108
DOXORUBICIN,SUNITINIB,NCIH520,DB00997,DB01268,-10.66924847
DOXORUBICIN,SUNITINIB,OV90,DB00997,DB01268,-12.69968245
DOXORUBICIN,SUNITINIB,RKO,DB00997,DB01268,-9.807447258
DOXORUBICIN,SUNITINIB,RPMI7951,DB00997,DB01268,-12.95040498
DOXORUBICIN,SUNITINIB,SKMEL30,DB00997,DB01268,-4.046160182
DOXORUBICIN,SUNITINIB,SKMES1,DB00997,DB01268,-16.63118696
DOXORUBICIN,SUNITINIB,SKOV3,DB00997,DB01268,-14.38319177
DOXORUBICIN,SUNITINIB,SW620,DB00997,DB01268,0.598104452
DOXORUBICIN,SUNITINIB,SW837,DB00997,DB01268,-3.256295775
DOXORUBICIN,SUNITINIB,T47D,DB00997,DB01268,-12.09784645
DOXORUBICIN,SUNITINIB,UACC62,DB00997,DB01268,-1.840751973
DOXORUBICIN,SUNITINIB,VCAP,DB00997,DB01268,-4.059515997
DOXORUBICIN,SUNITINIB,ZR751,DB00997,DB01268,-6.11998313
DOXORUBICIN,ZOLINZA,A2058,DB00997,DB02546,4.564239416
DOXORUBICIN,ZOLINZA,A2780,DB00997,DB02546,1.044796642
DOXORUBICIN,ZOLINZA,A375,DB00997,DB02546,12.85459394
DOXORUBICIN,ZOLINZA,CAOV3,DB00997,DB02546,-6.281497285
DOXORUBICIN,ZOLINZA,DLD1,DB00997,DB02546,1.520443662
DOXORUBICIN,ZOLINZA,ES2,DB00997,DB02546,14.05256078
DOXORUBICIN,ZOLINZA,HCT116,DB00997,DB02546,-5.2901855
DOXORUBICIN,ZOLINZA,HT144,DB00997,DB02546,0.647246455
DOXORUBICIN,ZOLINZA,HT29,DB00997,DB02546,24.56828323
DOXORUBICIN,ZOLINZA,KPL1,DB00997,DB02546,-7.140546993
DOXORUBICIN,ZOLINZA,LOVO,DB00997,DB02546,9.89044371
DOXORUBICIN,ZOLINZA,MDAMB436,DB00997,DB02546,9.60669888
DOXORUBICIN,ZOLINZA,NCIH1650,DB00997,DB02546,8.300887735
DOXORUBICIN,ZOLINZA,NCIH2122,DB00997,DB02546,4.359704234
DOXORUBICIN,ZOLINZA,NCIH23,DB00997,DB02546,-2.429277099
DOXORUBICIN,ZOLINZA,NCIH460,DB00997,DB02546,13.40511074
DOXORUBICIN,ZOLINZA,NCIH520,DB00997,DB02546,-6.127481674
DOXORUBICIN,ZOLINZA,OV90,DB00997,DB02546,-0.036322098
DOXORUBICIN,ZOLINZA,RKO,DB00997,DB02546,-2.881661544
DOXORUBICIN,ZOLINZA,RPMI7951,DB00997,DB02546,-3.295385102
DOXORUBICIN,ZOLINZA,SKMEL30,DB00997,DB02546,-0.176543302
DOXORUBICIN,ZOLINZA,SKMES1,DB00997,DB02546,13.76353732
DOXORUBICIN,ZOLINZA,SKOV3,DB00997,DB02546,22.25581931
DOXORUBICIN,ZOLINZA,SW620,DB00997,DB02546,-2.414926132
DOXORUBICIN,ZOLINZA,SW837,DB00997,DB02546,3.106179341
DOXORUBICIN,ZOLINZA,T47D,DB00997,DB02546,22.84665169
DOXORUBICIN,ZOLINZA,UACC62,DB00997,DB02546,2.265366409
DOXORUBICIN,ZOLINZA,VCAP,DB00997,DB02546,18.61639583
DOXORUBICIN,ZOLINZA,ZR751,DB00997,DB02546,9.802360564
ERLOTINIB,ABT-888,A2058,DB00530,DB07232,9.667112966
ERLOTINIB,ABT-888,A2780,DB00530,DB07232,7.672118374
ERLOTINIB,ABT-888,A375,DB00530,DB07232,-1.887476573
ERLOTINIB,ABT-888,CAOV3,DB00530,DB07232,5.101697029
ERLOTINIB,ABT-888,DLD1,DB00530,DB07232,3.269054825
ERLOTINIB,ABT-888,ES2,DB00530,DB07232,-12.43349741
ERLOTINIB,ABT-888,HCT116,DB00530,DB07232,-3.424746588
ERLOTINIB,ABT-888,HT144,DB00530,DB07232,-5.994644575
ERLOTINIB,ABT-888,HT29,DB00530,DB07232,-11.26311941
ERLOTINIB,ABT-888,KPL1,DB00530,DB07232,-2.182880996
ERLOTINIB,ABT-888,LOVO,DB00530,DB07232,0.859202484
ERLOTINIB,ABT-888,MDAMB436,DB00530,DB07232,3.603506997
ERLOTINIB,ABT-888,NCIH1650,DB00530,DB07232,-7.117012472
ERLOTINIB,ABT-888,NCIH2122,DB00530,DB07232,1.002551218
ERLOTINIB,ABT-888,NCIH23,DB00530,DB07232,-4.735547822
ERLOTINIB,ABT-888,NCIH460,DB00530,DB07232,-6.515653333
ERLOTINIB,ABT-888,NCIH520,DB00530,DB07232,-3.76865619
ERLOTINIB,ABT-888,OV90,DB00530,DB07232,-13.32020911
ERLOTINIB,ABT-888,RKO,DB00530,DB07232,-5.955965421
ERLOTINIB,ABT-888,RPMI7951,DB00530,DB07232,-8.09310882
ERLOTINIB,ABT-888,SKMEL30,DB00530,DB07232,-1.277147404
ERLOTINIB,ABT-888,SKMES1,DB00530,DB07232,1.867379123
ERLOTINIB,ABT-888,SKOV3,DB00530,DB07232,0.805779261
ERLOTINIB,ABT-888,SW620,DB00530,DB07232,-11.64468066
ERLOTINIB,ABT-888,SW837,DB00530,DB07232,1.088154556
ERLOTINIB,ABT-888,T47D,DB00530,DB07232,-14.15331149
ERLOTINIB,ABT-888,UACC62,DB00530,DB07232,-8.248065955
ERLOTINIB,ABT-888,VCAP,DB00530,DB07232,-17.27573982
ERLOTINIB,ABT-888,ZR751,DB00530,DB07232,-1.402435654
ERLOTINIB,BORTEZOMIB,A2058,DB00530,DB00188,-1.029009573
ERLOTINIB,BORTEZOMIB,A2780,DB00530,DB00188,-23.08608321
ERLOTINIB,BORTEZOMIB,A375,DB00530,DB00188,25.53971155
ERLOTINIB,BORTEZOMIB,CAOV3,DB00530,DB00188,-18.43407369
ERLOTINIB,BORTEZOMIB,DLD1,DB00530,DB00188,5.56940171
ERLOTINIB,BORTEZOMIB,ES2,DB00530,DB00188,-22.64897131
ERLOTINIB,BORTEZOMIB,HCT116,DB00530,DB00188,2.243477444
ERLOTINIB,BORTEZOMIB,HT144,DB00530,DB00188,-16.19947167
ERLOTINIB,BORTEZOMIB,HT29,DB00530,DB00188,-14.92795583
ERLOTINIB,BORTEZOMIB,KPL1,DB00530,DB00188,8.452684743
ERLOTINIB,BORTEZOMIB,LOVO,DB00530,DB00188,4.443649109
ERLOTINIB,BORTEZOMIB,MDAMB436,DB00530,DB00188,-6.150347221
ERLOTINIB,BORTEZOMIB,NCIH1650,DB00530,DB00188,-14.2940195
ERLOTINIB,BORTEZOMIB,NCIH2122,DB00530,DB00188,-3.425737389
ERLOTINIB,BORTEZOMIB,NCIH23,DB00530,DB00188,-6.601665315
ERLOTINIB,BORTEZOMIB,NCIH460,DB00530,DB00188,5.157072525
ERLOTINIB,BORTEZOMIB,NCIH520,DB00530,DB00188,-23.84255611
ERLOTINIB,BORTEZOMIB,OV90,DB00530,DB00188,-10.51068817
ERLOTINIB,BORTEZOMIB,RKO,DB00530,DB00188,12.72509864
ERLOTINIB,BORTEZOMIB,RPMI7951,DB00530,DB00188,-16.84735374
ERLOTINIB,BORTEZOMIB,SKMEL30,DB00530,DB00188,2.096111215
ERLOTINIB,BORTEZOMIB,SKMES1,DB00530,DB00188,-11.42040437
ERLOTINIB,BORTEZOMIB,SKOV3,DB00530,DB00188,-6.234852767
ERLOTINIB,BORTEZOMIB,SW620,DB00530,DB00188,3.157810084
ERLOTINIB,BORTEZOMIB,SW837,DB00530,DB00188,29.48258491
ERLOTINIB,BORTEZOMIB,T47D,DB00530,DB00188,-42.70233051
ERLOTINIB,BORTEZOMIB,UACC62,DB00530,DB00188,-20.68908184
ERLOTINIB,BORTEZOMIB,VCAP,DB00530,DB00188,12.84897078
ERLOTINIB,BORTEZOMIB,ZR751,DB00530,DB00188,13.7066596
ERLOTINIB,DASATINIB,A2058,DB00530,DB01254,50.85612673
ERLOTINIB,DASATINIB,A2780,DB00530,DB01254,55.7433202
ERLOTINIB,DASATINIB,A375,DB00530,DB01254,4.771959354
ERLOTINIB,DASATINIB,CAOV3,DB00530,DB01254,35.76292632
ERLOTINIB,DASATINIB,DLD1,DB00530,DB01254,68.43284741
ERLOTINIB,DASATINIB,ES2,DB00530,DB01254,12.7782884
ERLOTINIB,DASATINIB,HCT116,DB00530,DB01254,-2.842623837
